order_id,order_date,customer_id,customer_age,customer_prefecture,book_title,book_category,unit_price,quantity,total_amount,payment_method,shipping_fee,discount_amount,final_amount
ORD00001196,2024-05-27,CUST004871,65,静岡県,"Python実践ガイド",技術書,5233,2,10466,Amazon Pay,0,825,9641
ORD00001197,2023-09-28,CUST003971,35,愛知県,"DIY実践",実用書,1701,5,8505,コンビニ決済,0,288,8217
ORD00001198,2024-09-04,CUST002359,60,埼玉県,"世界名作劇場",児童書,1500,4,6000,銀行振込,0,0,6000
ORD00001199,2024-04-27,CUST000364,65,東京都,"呪術廻戦",漫画,528,5,2640,PayPay,0,295,2345
ORD00001200,2024-05-24,CUST004315,20,埼玉県,"現代文読解",学習参考書,2685,3,8055,楽天ペイ,0,0,8055
ORD00001201,2024-07-16,CUST000963,40,福岡県,"ビジネス週刊",雑誌,1057,1,1057,コンビニ決済,500,0,1557
ORD00001202,2024-02-13,CUST003401,20,愛知県,"村上春樹作品集",小説,1048,1,1048,PayPay,500,0,1548
ORD00001203,2023-08-25,CUST002073,30,北海道,"投資入門",実用書,2162,4,8648,銀行振込,0,0,8648
ORD00001204,2023-12-27,CUST004258,18,愛知県,"ビジネス週刊",雑誌,576,5,2880,クレジットカード,0,0,2880
ORD00001205,2024-10-18,CUST004206,60,静岡県,"ビジネス週刊",雑誌,957,2,1914,コンビニ決済,500,545,1869
ORD00001206,2024-05-02,CUST003628,40,千葉県,"村上春樹作品集",小説,2398,1,2398,PayPay,0,114,2284
ORD00001207,2024-09-13,CUST000316,55,福岡県,"クラウド技術",技術書,4857,3,14571,楽天ペイ,0,528,14043
ORD00001208,2024-05-02,CUST001234,50,神奈川県,"冒険小説",児童書,1761,4,7044,Amazon Pay,0,0,7044
ORD00001209,2024-08-22,CUST000318,35,兵庫県,"英語文法",学習参考書,3462,5,17310,コンビニ決済,0,0,17310
ORD00001210,2024-04-19,CUST004112,20,兵庫県,"クラウド技術",技術書,4693,5,23465,銀行振込,0,0,23465
ORD00001211,2023-02-14,CUST002278,35,福岡県,"ドラッカー経営学",ビジネス,3193,4,12772,クレジットカード,0,0,12772
ORD00001212,2024-11-19,CUST003992,60,神奈川県,"ワンピース",漫画,788,4,3152,楽天ペイ,0,0,3152
ORD00001213,2024-12-29,CUST000289,19,兵庫県,"物理基礎",学習参考書,1983,5,9915,PayPay,0,0,9915
ORD00001214,2023-04-14,CUST004888,50,福岡県,"7つの習慣",ビジネス,2111,3,6333,コンビニ決済,0,0,6333
ORD00001215,2023-02-15,CUST000115,19,静岡県,"村上春樹作品集",小説,1359,3,4077,PayPay,0,741,3336
ORD00001216,2024-03-30,CUST002871,40,埼玉県,"夏目漱石全集",小説,2321,2,4642,銀行振込,0,0,4642
ORD00001217,2024-03-29,CUST000220,25,大阪府,"Python実践ガイド",技術書,5296,2,10592,楽天ペイ,0,0,10592
ORD00001218,2023-04-17,CUST004272,45,福岡県,"芥川龍之介短編集",小説,2313,3,6939,銀行振込,0,0,6939
ORD00001219,2023-07-21,CUST000676,65,福岡県,"学習漫画",児童書,1656,1,1656,Amazon Pay,500,0,2156
ORD00001220,2024-07-09,CUST004318,60,東京都,"太宰治名作選",小説,2103,4,8412,PayPay,0,680,7732
ORD00001221,2023-01-03,CUST004564,25,福岡県,"進撃の巨人",漫画,799,1,799,PayPay,500,0,1299
ORD00001222,2023-06-29,CUST004390,19,静岡県,"健康管理法",実用書,2595,3,7785,Amazon Pay,0,0,7785
ORD00001223,2023-01-23,CUST004159,55,福岡県,"高校数学",学習参考書,1849,5,9245,楽天ペイ,0,654,8591
ORD00001224,2024-12-08,CUST004470,40,兵庫県,"ガーデニング入門",実用書,1987,4,7948,コンビニ決済,0,358,7590
ORD00001225,2024-01-11,CUST001663,18,大阪府,"現代文読解",学習参考書,3755,4,15020,Amazon Pay,0,0,15020
ORD00001226,2024-12-18,CUST001972,65,福岡県,"東野圭吾ミステリー",小説,2406,5,12030,コンビニ決済,0,0,12030
ORD00001227,2024-11-15,CUST001690,19,静岡県,"デザイン思考",ビジネス,3485,5,17425,楽天ペイ,0,506,16919
ORD00001228,2024-08-05,CUST003447,19,大阪府,"冒険小説",児童書,1207,5,6035,コンビニ決済,0,0,6035
ORD00001229,2024-09-08,CUST001153,60,兵庫県,"月刊誌B",雑誌,517,5,2585,PayPay,0,0,2585
ORD00001230,2024-10-15,CUST002201,19,兵庫県,"冒険小説",児童書,1112,4,4448,銀行振込,0,243,4205
ORD00001231,2023-10-21,CUST000242,19,北海道,"世界名作劇場",児童書,1707,2,3414,Amazon Pay,0,0,3414
ORD00001232,2024-05-04,CUST004569,20,千葉県,"ワンピース",漫画,800,5,4000,PayPay,0,665,3335
ORD00001233,2024-03-14,CUST003171,18,愛知県,"村上春樹作品集",小説,1931,3,5793,PayPay,0,0,5793
ORD00001234,2024-08-18,CUST003673,19,大阪府,"デザイン思考",ビジネス,3214,2,6428,コンビニ決済,0,0,6428
ORD00001235,2024-02-25,CUST002885,25,千葉県,"7つの習慣",ビジネス,3044,4,12176,クレジットカード,0,0,12176
ORD00001236,2024-11-12,CUST004372,65,静岡県,"ガーデニング入門",実用書,1299,2,2598,銀行振込,0,0,2598
ORD00001237,2023-02-23,CUST000837,18,神奈川県,"進撃の巨人",漫画,720,2,1440,コンビニ決済,500,0,1940
ORD00001238,2023-06-29,CUST002451,20,東京都,"クラウド技術",技術書,2625,2,5250,PayPay,0,0,5250
ORD00001239,2023-02-06,CUST004535,60,神奈川県,"料理レシピ集",実用書,1958,2,3916,クレジットカード,0,0,3916
ORD00001240,2023-11-08,CUST002956,40,東京都,"物理基礎",学習参考書,2048,3,6144,PayPay,0,0,6144
ORD00001241,2023-01-05,CUST000704,35,愛知県,"ドラッカー経営学",ビジネス,1689,4,6756,コンビニ決済,0,0,6756
ORD00001242,2024-05-06,CUST000041,55,埼玉県,"鬼滅の刃",漫画,649,5,3245,Amazon Pay,0,0,3245
ORD00001243,2023-05-29,CUST002435,65,大阪府,"村上春樹作品集",小説,1259,3,3777,PayPay,0,0,3777
ORD00001244,2024-08-31,CUST000346,30,北海道,"学習漫画",児童書,1005,1,1005,PayPay,500,0,1505
ORD00001245,2023-03-06,CUST001752,35,千葉県,"健康管理法",実用書,1399,1,1399,Amazon Pay,500,0,1899
ORD00001246,2024-03-19,CUST001343,50,神奈川県,"世界史",学習参考書,1780,2,3560,楽天ペイ,0,0,3560
ORD00001247,2023-10-07,CUST002760,65,福岡県,"太宰治名作選",小説,836,5,4180,クレジットカード,0,0,4180
ORD00001248,2024-02-27,CUST002585,20,千葉県,"芥川龍之介短編集",小説,1324,1,1324,クレジットカード,500,0,1824
ORD00001249,2023-07-27,CUST004851,65,大阪府,"世界史",学習参考書,2266,2,4532,PayPay,0,0,4532
ORD00001250,2024-03-25,CUST004207,25,愛知県,"健康管理法",実用書,1071,2,2142,PayPay,0,181,1961
ORD00001251,2023-03-25,CUST004881,35,福岡県,"ドラッカー経営学",ビジネス,2400,1,2400,コンビニ決済,0,744,1656
ORD00001252,2024-06-05,CUST002590,35,東京都,"7つの習慣",ビジネス,3026,1,3026,銀行振込,0,0,3026
ORD00001253,2023-10-08,CUST004753,45,愛知県,"AI・機械学習",技術書,5105,1,5105,銀行振込,0,716,4389
ORD00001254,2024-03-08,CUST004968,40,千葉県,"月刊誌B",雑誌,660,4,2640,コンビニ決済,0,688,1952
ORD00001255,2023-09-16,CUST002204,35,東京都,"ガーデニング入門",実用書,1580,4,6320,銀行振込,0,0,6320
ORD00001256,2023-01-05,CUST003776,20,大阪府,"ドラゴンボール",漫画,570,5,2850,コンビニ決済,0,0,2850
ORD00001257,2023-10-10,CUST003959,65,東京都,"IT情報誌",雑誌,355,1,355,PayPay,500,0,855
ORD00001258,2024-12-10,CUST003329,60,千葉県,"進撃の巨人",漫画,692,2,1384,クレジットカード,500,572,1312
ORD00001259,2023-07-10,CUST004968,35,東京都,"ワンピース",漫画,675,3,2025,クレジットカード,0,193,1832
ORD00001260,2024-07-09,CUST003116,65,千葉県,"学習漫画",児童書,679,5,3395,銀行振込,0,0,3395
ORD00001261,2023-12-24,CUST004065,60,埼玉県,"AI・機械学習",技術書,4677,1,4677,コンビニ決済,0,0,4677
ORD00001262,2023-12-13,CUST002111,40,千葉県,"データベース設計",技術書,3459,4,13836,クレジットカード,0,0,13836
ORD00001263,2024-07-05,CUST001580,25,愛知県,"太宰治名作選",小説,1362,3,4086,コンビニ決済,0,0,4086
ORD00001264,2024-05-16,CUST000790,35,福岡県,"DIY実践",実用書,1892,2,3784,楽天ペイ,0,0,3784
ORD00001265,2023-02-16,CUST002116,25,大阪府,"絵本シリーズ",児童書,1134,1,1134,PayPay,500,0,1634
ORD00001266,2023-04-19,CUST003581,19,大阪府,"冒険小説",児童書,1347,4,5388,楽天ペイ,0,0,5388
ORD00001267,2024-05-25,CUST000789,30,静岡県,"Python実践ガイド",技術書,4112,1,4112,Amazon Pay,0,0,4112
ORD00001268,2024-03-07,CUST000311,35,東京都,"世界史",学習参考書,3409,1,3409,楽天ペイ,0,667,2742
ORD00001269,2023-10-20,CUST004013,45,埼玉県,"ドラゴンボール",漫画,586,3,1758,コンビニ決済,500,0,2258
ORD00001270,2024-10-11,CUST002165,65,兵庫県,"世界史",学習参考書,2026,5,10130,楽天ペイ,0,0,10130
ORD00001271,2023-04-24,CUST004541,40,東京都,"進撃の巨人",漫画,568,4,2272,銀行振込,0,0,2272
ORD00001272,2023-10-23,CUST001208,30,神奈川県,"呪術廻戦",漫画,763,5,3815,銀行振込,0,0,3815
ORD00001273,2024-06-25,CUST003352,25,千葉県,"クラウド技術",技術書,2649,3,7947,コンビニ決済,0,439,7508
ORD00001274,2024-09-23,CUST001238,20,北海道,"芥川龍之介短編集",小説,1267,3,3801,Amazon Pay,0,0,3801
ORD00001275,2024-10-05,CUST004514,45,兵庫県,"物理基礎",学習参考書,2234,5,11170,楽天ペイ,0,0,11170
ORD00001276,2023-08-26,CUST004387,45,静岡県,"月刊誌B",雑誌,867,5,4335,コンビニ決済,0,0,4335
ORD00001277,2024-11-04,CUST000552,45,千葉県,"進撃の巨人",漫画,663,5,3315,PayPay,0,0,3315
ORD00001278,2024-01-20,CUST001668,18,福岡県,"夏目漱石全集",小説,1720,3,5160,コンビニ決済,0,0,5160
ORD00001279,2023-02-24,CUST002955,19,静岡県,"Python実践ガイド",技術書,5394,1,5394,楽天ペイ,0,361,5033
ORD00001280,2023-04-20,CUST002535,40,兵庫県,"進撃の巨人",漫画,742,1,742,PayPay,500,0,1242
ORD00001281,2024-04-06,CUST003906,40,愛知県,"デザイン思考",ビジネス,1518,1,1518,楽天ペイ,500,399,1619
ORD00001282,2023-02-02,CUST001480,35,東京都,"ドラゴンボール",漫画,755,1,755,クレジットカード,500,559,696
ORD00001283,2023-01-21,CUST000872,18,千葉県,"Python実践ガイド",技術書,2602,4,10408,楽天ペイ,0,0,10408
ORD00001284,2023-05-28,CUST000977,40,北海道,"ドラッカー経営学",ビジネス,1748,3,5244,楽天ペイ,0,179,5065
ORD00001285,2023-02-01,CUST004636,20,千葉県,"村上春樹作品集",小説,1643,4,6572,銀行振込,0,0,6572
ORD00001286,2024-10-12,CUST004692,20,兵庫県,"絵本シリーズ",児童書,1376,5,6880,Amazon Pay,0,0,6880
ORD00001287,2023-07-17,CUST000635,65,東京都,"絵本シリーズ",児童書,924,2,1848,クレジットカード,500,0,2348
ORD00001288,2024-05-16,CUST004289,19,千葉県,"ファッション誌",雑誌,395,3,1185,コンビニ決済,500,0,1685
ORD00001289,2023-02-26,CUST004208,19,福岡県,"物理基礎",学習参考書,3935,5,19675,楽天ペイ,0,265,19410
ORD00001290,2024-08-16,CUST001793,20,北海道,"デザイン思考",ビジネス,3362,5,16810,銀行振込,0,0,16810
ORD00001291,2023-05-13,CUST004905,45,千葉県,"絵本シリーズ",児童書,1284,4,5136,Amazon Pay,0,502,4634
ORD00001292,2024-07-19,CUST002069,19,福岡県,"物理基礎",学習参考書,3047,3,9141,楽天ペイ,0,0,9141
ORD00001293,2024-01-26,CUST004018,50,愛知県,"太宰治名作選",小説,2079,2,4158,PayPay,0,0,4158
ORD00001294,2024-05-31,CUST002096,55,大阪府,"呪術廻戦",漫画,647,3,1941,Amazon Pay,500,0,2441
ORD00001295,2023-05-29,CUST001876,65,神奈川県,"呪術廻戦",漫画,716,3,2148,銀行振込,0,552,1596
ORD00001296,2024-06-16,CUST003457,18,神奈川県,"ビジネス週刊",雑誌,551,5,2755,銀行振込,0,0,2755
ORD00001297,2024-08-22,CUST004889,65,神奈川県,"成功への道筋",ビジネス,2331,2,4662,銀行振込,0,0,4662
ORD00001298,2024-08-31,CUST000034,30,埼玉県,"鬼滅の刃",漫画,787,4,3148,クレジットカード,0,272,2876
ORD00001299,2024-06-15,CUST002289,45,兵庫県,"進撃の巨人",漫画,523,1,523,銀行振込,500,0,1023
ORD00001300,2024-12-04,CUST001752,60,愛知県,"7つの習慣",ビジネス,3339,4,13356,クレジットカード,0,0,13356
ORD00001301,2023-07-02,CUST001913,55,静岡県,"ファッション誌",雑誌,395,1,395,Amazon Pay,500,0,895
ORD00001302,2023-12-04,CUST001122,55,愛知県,"ファッション誌",雑誌,717,3,2151,クレジットカード,0,0,2151
ORD00001303,2023-08-16,CUST004297,65,静岡県,"世界史",学習参考書,3072,2,6144,コンビニ決済,0,0,6144
ORD00001304,2023-12-30,CUST002237,55,大阪府,"投資入門",実用書,1417,3,4251,クレジットカード,0,770,3481
ORD00001305,2024-04-23,CUST003968,25,神奈川県,"物理基礎",学習参考書,2733,4,10932,Amazon Pay,0,0,10932
ORD00001306,2023-04-09,CUST002495,50,兵庫県,"ドラッカー経営学",ビジネス,1513,2,3026,Amazon Pay,0,0,3026
ORD00001307,2024-10-11,CUST003094,40,神奈川県,"JavaScript入門",技術書,5833,1,5833,Amazon Pay,0,0,5833
ORD00001308,2024-12-01,CUST003322,45,埼玉県,"デザイン思考",ビジネス,2101,3,6303,楽天ペイ,0,160,6143
ORD00001309,2023-07-13,CUST001155,19,埼玉県,"料理レシピ集",実用書,1608,4,6432,銀行振込,0,0,6432
ORD00001310,2023-12-08,CUST001911,40,兵庫県,"学習漫画",児童書,1567,1,1567,楽天ペイ,500,0,2067
ORD00001311,2023-03-23,CUST002611,20,静岡県,"ビジネス週刊",雑誌,587,4,2348,コンビニ決済,0,0,2348
ORD00001312,2024-09-11,CUST003235,18,兵庫県,"呪術廻戦",漫画,776,5,3880,楽天ペイ,0,238,3642
ORD00001313,2024-04-18,CUST000324,40,北海道,"冒険小説",児童書,776,2,1552,PayPay,500,158,1894
ORD00001314,2024-02-06,CUST004792,45,福岡県,"週刊誌A",雑誌,918,5,4590,楽天ペイ,0,0,4590
ORD00001315,2023-01-18,CUST001818,20,静岡県,"学習漫画",児童書,1432,5,7160,楽天ペイ,0,0,7160
ORD00001316,2023-11-26,CUST003382,35,大阪府,"ファッション誌",雑誌,384,1,384,銀行振込,500,0,884
ORD00001317,2023-01-28,CUST004017,30,静岡県,"料理レシピ集",実用書,2710,3,8130,PayPay,0,965,7165
ORD00001318,2023-03-03,CUST004138,19,埼玉県,"ビジネス週刊",雑誌,1113,4,4452,コンビニ決済,0,0,4452
ORD00001319,2024-05-04,CUST000757,30,兵庫県,"投資入門",実用書,1436,4,5744,銀行振込,0,0,5744
ORD00001320,2024-11-24,CUST004822,35,千葉県,"ファッション誌",雑誌,1026,4,4104,コンビニ決済,0,0,4104
ORD00001321,2023-04-04,CUST004267,45,静岡県,"冒険小説",児童書,1656,3,4968,楽天ペイ,0,0,4968
ORD00001322,2024-11-16,CUST003511,40,埼玉県,"ガーデニング入門",実用書,1750,4,7000,PayPay,0,966,6034
ORD00001323,2023-02-03,CUST001064,65,埼玉県,"データベース設計",技術書,2866,4,11464,楽天ペイ,0,0,11464
ORD00001324,2024-05-14,CUST003423,40,北海道,"東野圭吾ミステリー",小説,2332,1,2332,コンビニ決済,0,288,2044
ORD00001325,2023-06-10,CUST003438,25,大阪府,"ファッション誌",雑誌,740,4,2960,クレジットカード,0,0,2960
ORD00001326,2024-07-30,CUST001877,55,兵庫県,"料理レシピ集",実用書,1118,3,3354,楽天ペイ,0,353,3001
ORD00001327,2024-05-31,CUST004902,65,千葉県,"ガーデニング入門",実用書,2700,3,8100,PayPay,0,0,8100
ORD00001328,2024-01-24,CUST000646,20,北海道,"冒険小説",児童書,1364,5,6820,コンビニ決済,0,0,6820
ORD00001329,2023-11-26,CUST000096,50,東京都,"鬼滅の刃",漫画,765,2,1530,コンビニ決済,500,0,2030
ORD00001330,2024-09-20,CUST003469,60,兵庫県,"IT情報誌",雑誌,345,2,690,楽天ペイ,500,579,611
ORD00001331,2024-12-14,CUST000504,20,神奈川県,"ガーデニング入門",実用書,2595,2,5190,楽天ペイ,0,316,4874
ORD00001332,2023-05-11,CUST003863,19,神奈川県,"ドラッカー経営学",ビジネス,3196,3,9588,楽天ペイ,0,0,9588
ORD00001333,2023-12-19,CUST000211,45,埼玉県,"東野圭吾ミステリー",小説,1519,2,3038,コンビニ決済,0,0,3038
ORD00001334,2024-07-31,CUST004113,55,東京都,"夏目漱石全集",小説,2299,1,2299,Amazon Pay,0,0,2299
ORD00001335,2024-07-20,CUST000768,19,北海道,"英語文法",学習参考書,3109,5,15545,銀行振込,0,0,15545
ORD00001336,2023-05-15,CUST002406,19,静岡県,"週刊誌A",雑誌,1010,5,5050,楽天ペイ,0,722,4328
ORD00001337,2024-08-26,CUST000767,45,埼玉県,"村上春樹作品集",小説,1696,2,3392,PayPay,0,365,3027
ORD00001338,2024-03-14,CUST003071,18,埼玉県,"東野圭吾ミステリー",小説,951,3,2853,クレジットカード,0,949,1904
ORD00001339,2024-11-18,CUST004263,55,福岡県,"物理基礎",学習参考書,3053,3,9159,PayPay,0,865,8294
ORD00001340,2023-10-18,CUST002704,60,神奈川県,"現代文読解",学習参考書,2262,2,4524,PayPay,0,0,4524
ORD00001341,2024-04-19,CUST001817,45,大阪府,"料理レシピ集",実用書,2476,5,12380,銀行振込,0,0,12380
ORD00001342,2023-09-19,CUST002160,20,北海道,"高校数学",学習参考書,2068,3,6204,楽天ペイ,0,891,5313
ORD00001343,2024-12-13,CUST000887,50,大阪府,"村上春樹作品集",小説,2164,3,6492,PayPay,0,0,6492
ORD00001344,2024-08-10,CUST000199,25,埼玉県,"ワンピース",漫画,774,5,3870,銀行振込,0,0,3870
ORD00001345,2023-10-26,CUST000676,35,神奈川県,"DIY実践",実用書,2404,5,12020,コンビニ決済,0,351,11669
ORD00001346,2024-02-11,CUST001127,45,千葉県,"料理レシピ集",実用書,1872,2,3744,Amazon Pay,0,0,3744
ORD00001347,2023-07-21,CUST002842,18,東京都,"ファッション誌",雑誌,1047,5,5235,楽天ペイ,0,0,5235
ORD00001348,2023-03-10,CUST004064,55,兵庫県,"芥川龍之介短編集",小説,2059,3,6177,Amazon Pay,0,0,6177
ORD00001349,2023-07-06,CUST003139,65,北海道,"現代文読解",学習参考書,3579,3,10737,楽天ペイ,0,727,10010
ORD00001350,2023-09-03,CUST003887,45,大阪府,"成功への道筋",ビジネス,1993,3,5979,PayPay,0,550,5429
ORD00001351,2023-12-25,CUST002027,35,北海道,"夏目漱石全集",小説,2169,5,10845,コンビニ決済,0,0,10845
ORD00001352,2024-11-06,CUST003445,30,大阪府,"高校数学",学習参考書,3916,1,3916,PayPay,0,0,3916
ORD00001353,2023-04-05,CUST003378,45,大阪府,"健康管理法",実用書,2463,5,12315,コンビニ決済,0,0,12315
ORD00001354,2023-07-31,CUST000420,20,大阪府,"夏目漱石全集",小説,812,4,3248,Amazon Pay,0,0,3248
ORD00001355,2024-10-04,CUST001149,40,福岡県,"冒険小説",児童書,1014,1,1014,クレジットカード,500,0,1514
ORD00001356,2024-11-04,CUST002786,20,大阪府,"ファッション誌",雑誌,355,1,355,楽天ペイ,500,181,674
ORD00001357,2024-11-19,CUST001136,40,大阪府,"7つの習慣",ビジネス,1344,4,5376,銀行振込,0,0,5376
ORD00001358,2024-02-23,CUST004382,18,埼玉県,"ガーデニング入門",実用書,1233,3,3699,銀行振込,0,188,3511
ORD00001359,2023-04-17,CUST000049,55,兵庫県,"ドラゴンボール",漫画,703,1,703,Amazon Pay,500,951,252
ORD00001360,2024-05-12,CUST004223,19,東京都,"DIY実践",実用書,1411,5,7055,PayPay,0,0,7055
ORD00001361,2024-04-08,CUST001870,40,愛知県,"ドラッカー経営学",ビジネス,1802,4,7208,Amazon Pay,0,0,7208
ORD00001362,2024-02-23,CUST002426,25,兵庫県,"村上春樹作品集",小説,1137,5,5685,Amazon Pay,0,0,5685
ORD00001363,2023-09-05,CUST001716,40,埼玉県,"呪術廻戦",漫画,620,1,620,楽天ペイ,500,995,125
ORD00001364,2023-12-28,CUST001843,25,埼玉県,"ドラゴンボール",漫画,635,1,635,楽天ペイ,500,523,612
ORD00001365,2023-11-14,CUST000809,19,兵庫県,"リーン・スタートアップ",ビジネス,2507,3,7521,楽天ペイ,0,277,7244
ORD00001366,2023-12-16,CUST002227,45,兵庫県,"科学図鑑",児童書,1073,2,2146,PayPay,0,0,2146
ORD00001367,2023-05-28,CUST000227,55,東京都,"ファッション誌",雑誌,370,3,1110,Amazon Pay,500,928,682
ORD00001368,2024-05-01,CUST002277,20,静岡県,"英語文法",学習参考書,3568,1,3568,クレジットカード,0,379,3189
ORD00001369,2023-04-15,CUST001506,19,愛知県,"リーン・スタートアップ",ビジネス,1618,5,8090,コンビニ決済,0,0,8090
ORD00001370,2024-09-30,CUST004981,55,埼玉県,"世界名作劇場",児童書,1767,3,5301,銀行振込,0,233,5068
ORD00001371,2023-01-13,CUST000652,65,兵庫県,"進撃の巨人",漫画,654,5,3270,コンビニ決済,0,0,3270
ORD00001372,2023-01-05,CUST002528,55,東京都,"絵本シリーズ",児童書,609,4,2436,コンビニ決済,0,0,2436
ORD00001373,2024-12-10,CUST001070,45,東京都,"IT情報誌",雑誌,1116,2,2232,PayPay,0,229,2003
ORD00001374,2023-02-24,CUST003789,50,埼玉県,"デザイン思考",ビジネス,2486,3,7458,楽天ペイ,0,0,7458
ORD00001375,2024-12-01,CUST002260,18,千葉県,"世界名作劇場",児童書,1732,3,5196,Amazon Pay,0,0,5196
ORD00001376,2024-08-01,CUST001593,65,千葉県,"月刊誌B",雑誌,372,4,1488,PayPay,500,619,1369
ORD00001377,2024-11-26,CUST004127,60,神奈川県,"ワンピース",漫画,597,1,597,コンビニ決済,500,0,1097
ORD00001378,2024-10-21,CUST004851,19,千葉県,"週刊誌A",雑誌,1152,4,4608,楽天ペイ,0,493,4115
ORD00001379,2023-05-07,CUST000270,18,大阪府,"週刊誌A",雑誌,1199,3,3597,コンビニ決済,0,479,3118
ORD00001380,2024-08-28,CUST002591,25,東京都,"現代文読解",学習参考書,3462,1,3462,銀行振込,0,0,3462
ORD00001381,2024-04-19,CUST000695,25,千葉県,"ドラゴンボール",漫画,686,5,3430,クレジットカード,0,0,3430
ORD00001382,2023-02-13,CUST004929,35,静岡県,"ドラゴンボール",漫画,673,4,2692,Amazon Pay,0,0,2692
ORD00001383,2024-08-13,CUST000747,20,福岡県,"夏目漱石全集",小説,2249,1,2249,銀行振込,0,398,1851
ORD00001384,2024-10-20,CUST003825,18,埼玉県,"7つの習慣",ビジネス,3469,4,13876,楽天ペイ,0,0,13876
ORD00001385,2023-01-26,CUST004674,60,兵庫県,"7つの習慣",ビジネス,3200,5,16000,コンビニ決済,0,0,16000
ORD00001386,2023-07-18,CUST001078,65,大阪府,"呪術廻戦",漫画,683,3,2049,銀行振込,0,0,2049
ORD00001387,2024-12-29,CUST003490,40,静岡県,"物理基礎",学習参考書,3005,3,9015,クレジットカード,0,0,9015
ORD00001388,2024-02-22,CUST001674,65,大阪府,"ガーデニング入門",実用書,2255,4,9020,PayPay,0,0,9020
ORD00001389,2024-03-24,CUST004223,35,埼玉県,"冒険小説",児童書,1714,3,5142,銀行振込,0,0,5142
ORD00001390,2023-02-11,CUST000358,50,大阪府,"呪術廻戦",漫画,640,3,1920,PayPay,500,0,2420
ORD00001391,2024-02-18,CUST003177,60,愛知県,"呪術廻戦",漫画,600,5,3000,楽天ペイ,0,0,3000
ORD00001392,2023-11-27,CUST002280,20,埼玉県,"ワンピース",漫画,614,2,1228,Amazon Pay,500,0,1728
ORD00001393,2024-06-05,CUST000748,50,東京都,"鬼滅の刃",漫画,617,2,1234,銀行振込,500,0,1734
ORD00001394,2024-07-06,CUST002536,20,千葉県,"高校数学",学習参考書,3920,4,15680,クレジットカード,0,285,15395
ORD00001395,2024-03-03,CUST001362,19,大阪府,"夏目漱石全集",小説,1309,4,5236,楽天ペイ,0,499,4737
ORD00001396,2024-06-06,CUST000699,60,神奈川県,"クラウド技術",技術書,5888,1,5888,楽天ペイ,0,460,5428
ORD00001397,2024-06-29,CUST003767,30,千葉県,"東野圭吾ミステリー",小説,819,2,1638,クレジットカード,500,0,2138
ORD00001398,2024-02-01,CUST004181,65,静岡県,"データベース設計",技術書,2854,2,5708,楽天ペイ,0,0,5708
ORD00001399,2023-09-20,CUST004976,65,千葉県,"冒険小説",児童書,770,4,3080,楽天ペイ,0,0,3080
ORD00001400,2024-07-05,CUST002800,35,千葉県,"絵本シリーズ",児童書,893,5,4465,楽天ペイ,0,0,4465
ORD00001401,2024-09-17,CUST003737,55,大阪府,"夏目漱石全集",小説,1656,2,3312,銀行振込,0,0,3312
ORD00001402,2024-10-23,CUST001459,45,福岡県,"JavaScript入門",技術書,4297,3,12891,PayPay,0,784,12107
ORD00001403,2024-06-25,CUST004707,40,東京都,"鬼滅の刃",漫画,585,4,2340,クレジットカード,0,0,2340
ORD00001404,2024-01-22,CUST002371,50,愛知県,"鬼滅の刃",漫画,520,4,2080,コンビニ決済,0,970,1110
ORD00001405,2023-08-25,CUST001564,30,埼玉県,"進撃の巨人",漫画,546,3,1638,コンビニ決済,500,0,2138
ORD00001406,2023-09-07,CUST004047,45,東京都,"ビジネス週刊",雑誌,490,5,2450,Amazon Pay,0,0,2450
ORD00001407,2024-09-10,CUST002971,40,大阪府,"週刊誌A",雑誌,1136,2,2272,銀行振込,0,0,2272
ORD00001408,2024-09-30,CUST001421,30,東京都,"健康管理法",実用書,1663,4,6652,銀行振込,0,446,6206
ORD00001409,2024-01-10,CUST003322,19,兵庫県,"高校数学",学習参考書,3676,4,14704,Amazon Pay,0,638,14066
ORD00001410,2024-05-17,CUST003270,19,兵庫県,"冒険小説",児童書,697,5,3485,クレジットカード,0,212,3273
ORD00001411,2023-10-29,CUST001330,30,北海道,"健康管理法",実用書,2630,1,2630,クレジットカード,0,396,2234
ORD00001412,2023-02-21,CUST001617,50,埼玉県,"リーン・スタートアップ",ビジネス,2927,4,11708,銀行振込,0,110,11598
ORD00001413,2024-10-16,CUST001220,40,東京都,"ドラッカー経営学",ビジネス,2747,5,13735,クレジットカード,0,0,13735
ORD00001414,2024-01-23,CUST002989,65,埼玉県,"ガーデニング入門",実用書,2257,5,11285,コンビニ決済,0,350,10935
ORD00001415,2024-09-15,CUST000797,25,千葉県,"物理基礎",学習参考書,1831,4,7324,PayPay,0,0,7324
ORD00001416,2024-07-16,CUST001935,65,兵庫県,"ワンピース",漫画,537,1,537,銀行振込,500,288,749
ORD00001417,2024-02-05,CUST004244,19,兵庫県,"夏目漱石全集",小説,2156,5,10780,楽天ペイ,0,0,10780
ORD00001418,2023-11-10,CUST003808,19,北海道,"JavaScript入門",技術書,4427,4,17708,コンビニ決済,0,154,17554
ORD00001419,2024-02-01,CUST002396,65,兵庫県,"ワンピース",漫画,750,4,3000,銀行振込,0,0,3000
ORD00001420,2023-04-26,CUST004951,20,大阪府,"英語文法",学習参考書,3727,4,14908,コンビニ決済,0,0,14908
